﻿social_category,document_type,sequence_number,text_title,author_name,text_contents,text_contents_punctuated
帝王,冊尊號赦,13,乾符四年冊尊號徳音,,"天地運無私之道以遂羣生帝王宏在宥之仁是章含
垢得不廣沾沛澤昭洽寰區爰施解網之恩用布垂衣
之化朕君臨大寶子育含靈前嵗中外臣僚藩方將帥
獻我徽號詢於典章雖云前赦不遥既受鴻名咸施慶
澤禀列聖之法嗣致兆人之勸康然以赦宥恐頻變通
宜審權停舊典再及新春每念貶降遐荒遷流裔土傾
心望闕延頸祈哀繫於朕懷常深惻憫宜順陽和之候
追行盪滌之恩自乾符四年正月五日已前京畿及天
下州府大辟罪已下見禁囚徒各委長吏逓減二等限
五日決遣唯十惡五逆故殺人及官典犯入已贓持刀
行刼合造毒藥不在此限於戲朕居億兆之上於今四
年兢兢業業如履冰馭朽茍有闕教道可致時雍未嘗
不更自勞心尤思致理况允契羣臣之望欽承列聖之
規特降鴻恩獲遵彞典今則已覃惠澤俾洽生成復遇
陽春同均煦育宣布中外深體朕懷",天地運無私之道，以遂羣生。帝王宏在宥之仁，是章含垢，得不廣沾沛澤，昭洽寰區，爰施解網之恩，用布垂衣之化。朕君臨大寶，子育含靈，前嵗中外臣僚，藩方將帥，獻我徽號，詢於典章，雖云前赦不遥，既受鴻名，咸施慶澤，禀列聖之法，嗣致兆人之勸康。然以赦宥，恐頻變通，宜審權停舊典，再及新春，每念貶降遐荒，遷流裔土，傾心望闕，延頸祈哀，繫於朕懷，常深惻憫，宜順陽和之候，追行盪滌之恩。自乾符四年正月五日已前，京畿及天下州府大辟，罪已下見禁囚徒，各委長吏，逓減二等，限五日決遣。唯十惡五逆，故殺人及官典，犯入已贓，持刀行刼，合造毒藥，不在此限。於戲。朕居億兆之上，於今四年，兢兢業業，如履冰馭，朽茍有闕，教道可致時雍，未嘗不更自勞心，尤思致理。况允契羣臣之望，欽承列聖之規，特降鴻恩，獲遵彞典。今則已覃惠澤，俾洽生成，復遇陽春，同均煦育，宣布中外，深體朕懷。
帝王,痊復,1,太上皇康復詔,,"書不云乎一人有慶兆民賴之朕䖍奉大安愛敬崇極
永言之養祇慄斯在近日聖躬違豫寢膳有虧憂懼在
懷不遑寧處博求醫術備盡蠲療祈告明靈具陳懇篤
上𤣥降福遂䝉昭祐應時康愈萬福咸宜喜幸之隆實
兼家國思班愷樂洽于卿士然而尚齒崇孝徳教所先
饗餼是加義超常等諸州都督刺史及文武官人老人
八十已上并孝子旌表門閭者並宜節級賜物以申饗
宴庶使萬國之内同此歡心施於四海皆知朕意(貞觀/四年)
(七/月)",書不云乎。一人有慶，兆民賴之。朕䖍奉大安，愛敬崇極，永言之養，祇慄斯在。近日聖躬違豫，寢膳有虧，憂懼在懷，不遑寧處，博求醫術，備盡蠲療，祈告明靈，具陳懇篤，上𤣥降福遂䝉，昭祐，應時康愈，萬福咸宜。喜幸之隆，實兼家國，思班愷樂，洽于卿士。然而尚齒崇孝，徳教所先饗。餼是加義超常等諸州都督。刺史及文武官人老人八十已上，并孝子旌表門閭者，並宜節級賜物，以申饗宴，庶使萬國之内，同此歡心，施於四海，皆知朕意。(貞觀/四年)）(七/月)）
帝王,痊復,2,疾愈徳音,,"朕遐思三古旁考百王邁徳彰仁在於兢慎故詩稱翼
翼易羡乾乾惟此之格言豈忘於終日况天地之仁莫
先於利物朕乃者膳飲非適興居不時風霜所侵遘厲
瘧疾賴上𤣥降鑒列聖垂休尋克有瘳至於安節深慙
慎徳重切貽憂爰因康復之初式表兢勤之至况江淮
旱歉滑鄆水灾方念恤人寧忘約已應縁御服及器用
在淮南浙西宣歙等道各供進者并端午降誕常例進
獻等一切權停其諸道每年准㫖條合貢者委度支商
量疏理如非切要渉於冗廢者一切停進夫適情恱目
肆巧雕文翫好雖充農桑實蠧朕將齋服省用每念黎
元應諸道除常貢外不得别進翫好之物近日諸道多
奏祥瑞且休徴所感靈跡所昭必騐祥經應𤣥化自今
已後除合准式申奏外餘一切不得妄有進獻虚為煩
費卑宫菲食常遵大禹之心馳騁畋遊每奉𤣥元之誡
朕勞思惜費恭念好生將欲濟人期於尅己每日供御
及供宫内食料等一物已上各委本司商量節減仍具
所收費用數速分析聞奏當付度支管計以添充經用
五坊鷹狗之𩔖量留充備蒐狩之外一切盡放其淮南
等道當臨遣使臣别有處分於戲天鑒在上敢不嚴恭
人視在下敢不兢畏既騐有喜之兆永懐無逸之規凡
在中外宜表朕意(長慶二/年二月)",朕遐思三古，旁考百王，邁徳彰仁，在於兢慎。故詩稱：翼翼易羡。乾乾。惟此之格，言，豈忘於終日。况天地之仁，莫先於利物。朕乃者膳飲非適，興居不時，風霜所侵，遘厲瘧疾，賴上𤣥降鑒，列聖垂休，尋克有瘳。至於安節，深慙慎徳，重切貽憂。爰因康復之初，式表兢勤之至。况江淮旱歉，滑鄆水灾，方念恤人，寧忘約已應縁御服及器用，在淮南。浙西。宣歙等道各供進者，并端午降誕常例進獻等，一切權停。其諸道每年准㫖條合貢者，委度支商量疏理。如非，切要渉於冗廢者，一切停進。夫適情恱目，肆巧，雕文翫好，雖充農桑實蠧，朕將齋服省用，每念黎元應諸道，除常貢外，不得别進翫好之物。近日諸道多奏祥瑞，且休徴所感，靈跡所昭，必騐祥經應𤣥化。自今已後，除合准式申奏外，餘一切不得妄有進獻，虚為煩費，卑宫菲食，常遵大禹之心，馳騁畋遊，每奉𤣥元之誡。朕勞思惜費，恭念好生，將欲濟人，期於尅己，每日供御及供宫内食料等一物，已上各委本司商量節減，仍具所收費用，數速分析聞奏，當付度支管，計，以添充經用。五坊鷹狗之𩔖，量留充備，蒐狩之外，一切盡放。其淮南等道，當臨遣使臣，别有處分於戲。天鑒在上，敢不嚴恭人視，在下敢不兢畏。既騐有喜之兆，永懐無逸之規。凡在中外，宜表朕意。(長慶二/）年二月)。
帝王,痊復,3,大和八年疾愈徳音,,"朕祗若天命纉承睿圗正統紀以清庶方序彞倫以貞
百度慄慄寅畏於兹九年雖儉已飭躬推誠育物懼有
未至不遑安寧屬節氣交時疾恙攖體列聖垂祐涉旬
復初既上慶於兩宫宜覃恩於兆姓庶與寰宇同兹福
祥自大和八年二月九日昩爽已前天下應犯死罪降
徒流已下罪逓減一等唯官典犯贓及諸色人所由破
用官物故殺人十惡等罪不在此限左降官流人宜准
去年八月十九日勅即與處分為政之要必在去煩厚
下之恩莫先已責應度支户部鹽鉄積欠錢物或囚繫
多年資産已盡或本身淪没展轉攤徴簿書之中虚有
名數囹圄之下常積滯寃言念于兹所當矜恤其度支
户部鹽鐵應有懸欠委本司具可徴放數條流聞奏不
得容有奸濫在京諸司使食利錢已納利計五倍已上
者本利並放其有攤徴保人納利計兩倍已上者其本
利亦放免京邑之内本無㩁酤屬貞元用兵之後費用
稍廣始定店户等第令其納𣙜况萬方所聚私釀至多
禁令既不可施搉利自無所入徒立課額殊非惠人其
長安萬年兩縣見徴搉錢一萬五千一貫八百文若先
欠者並宜放免其搉酒錢起今亦宜停比者滄冦干紀
稽誅數年諸道興師累獻戎捷時方討叛難議釋縲免
死戍邊已有恩貸今滄州一道久被朝章念其懷土之
心必有向隅之嘆俾之遂性用洽優恩其諸道所送滄
州將健配流及邊鎮營田役使者並委本道據見在人
放歸本管如有已効軍職及自有生業不願去者亦任
便住董昌齡自邕州累平溪洞兵威所向首惡皆擒言
念蒼生無非赤子况在荒徼尢當撫循其溪洞如有未
歸附者向後非因侵擾更不用進討仍加存撫各使懷
安所獲黄洞百姓並分配側近州縣令自營生不得没
為奴婢將賞充給如元是奴婢者即任充賞南海蕃舶
本以慕化而來固在接以恩仁使其感恱如聞比年長
吏多務徴求嗟怨之聲達於殊俗况朕方寶勤儉豈愛
遐琛深慮逺人未安率稅猶重思有矜恤以示綏懷其
嶺南福建及揚州蕃客宜委節度觀察使除舶脚收市
進奉外任其來徃自為交易不得重加率稅天下諸州
府如有寃滯未申宜委御史臺及出使郎官察訪聞奏
朕百靈所祐獲遂痊和䖍奉神休敢忘昭報其五岳四
凟天下名山大川各委所在長吏致祭仍加豐潔以副
精誠朕以寡徳上承丕搆宗社流慶𤣥穹叶靈微恙愆
和旋就康復渥澤恩及于人瘼敬戒先自於朕躬俾我
華夷共歡富夀中外臣庶宜體予懷",朕祗若天命，纉承睿圗，正統紀以清庶方，序彞倫以貞，百度慄慄，寅畏於兹九年，雖儉已飭躬，推誠育物，懼有未至，不遑安寧。屬節氣交時，疾恙攖體，列聖垂祐，涉旬復初。既上慶於兩宫，宜覃恩於兆姓，庶與寰宇同兹福祥。自大和八年二月九日，昩爽已前，天下應犯死罪，降徒流已下罪逓減一等。唯官典犯贓及諸色人所由破用官物，故殺人十惡等罪，不在此限。左降官流人宜准去年八月十九日勅即與處分。為政之要，必在去煩厚下之恩，莫先已責。應度支户部鹽鉄積欠錢物，或囚繫多年，資産已盡，或本身淪没，展轉攤徴，簿書之中，虚有名數，囹圄之下，常積滯寃。言念于兹，所當矜恤。其度支户部鹽鐵應有懸欠，委本司具可徴放數條，流聞奏，不得容有奸濫。在京諸司使食利錢已納利計五倍已上者，本利並放。其有攤徴保人納利計兩倍已上者，其本利亦放免。京邑之内，本無㩁酤。屬貞元用兵之後，費用稍廣，始定店户等第，令其納𣙜。况萬方所聚，私釀至多，禁令既不可施，搉利自無所入，徒立課額，殊非惠人。其長安。萬年兩縣，見徴搉錢一萬五千一貫八百文，若先欠者，並宜放免。其搉酒錢起，今亦宜停。比者滄冦干紀，稽誅數年，諸道興師，累獻戎捷，時方討叛，難議釋縲，免死戍邊，已有恩貸。今滄州一道，久被朝章，念其懷土之心，必有向隅之嘆，俾之遂性用洽，優恩。其諸道所送滄州將健配流及邊鎮營田役使者，並委本道據見在人，放歸本管；如有已効軍職，及自有生業，不願去者，亦任便住。董昌齡自邕州累平溪洞，兵威所向，首惡皆擒。言念蒼生無非赤子，况在荒徼，尢當撫循。其溪洞如有未歸附者，向後非因侵擾，更不用進討，仍加存撫。各使懷安所獲黄洞百姓，並分配側近州縣，令自營生，不得没為奴婢，將賞充給。如元是奴婢者，即任充賞。南海蕃舶，本以慕化而來，固在接以恩仁，使其感恱。如聞比年長吏，多務徴求，嗟怨之聲，達於殊俗。况朕方寶勤儉，豈愛遐琛！深慮逺人未安，率稅猶重，思有矜恤，以示綏懷。其嶺南。福建及揚州蕃客，宜委節度觀察使，除舶脚收市進奉外，任其來徃，自為交易，不得重加率稅。天下諸州府如有寃滯未申，宜委御史臺及出使郎官察訪聞奏，。朕百靈所祐，獲遂痊和，䖍奉神，休，敢忘。昭報。其五岳四凟，天下名山大川，各委所在長吏致祭，仍加豐潔，以副精誠。朕以寡徳，上承丕搆，宗社流慶，𤣥穹叶靈微恙，愆和旋就，康復渥澤，恩及于人，瘼敬戒先自於朕躬，俾我華夷共歡，富夀中外，臣庶，宜體予懷。
帝王,痊復,4,咸通八年痊復救恤百姓僧尼勅,,"勅朕俾寒暑致疾綿滯經時今旬朔之間寢膳已復䝉
天地保祐宗社寵靈既疾痛之有瘳念被羸之無告為
之父母得不憫傷慮赦令之或頻則奸人之得計倘恩
惠之逺布兾窮氓之稍蘇應天下百姓僧尼道士女冠
等有年七十已上疾病癥痼委頓牀榻者宜各賜絹兩
匹在軍旅行陣經敵傷害手足眼目不能營生亦各賜
絹兩匹應州縣病坊貧皃多處賜米十石或數少處即
七石五石三石其病坊據元勅各有本利錢委所在刺
史錄事㕘軍縣令糺勘兼差有道行僧人専勾當三年
一替如遇風雪之時病者不能求丐即取本坊利錢市
米為粥均給饑乏如疾病可救即與市藥理療其所用
絹米等且以户部屬省錢物充速具申奏候如定數即
以藩鎮所進賀疾愈物支還所司此勅到仰所在州縣
寫錄勅牓於州縣門并坊市村閭要路其州縣所給䘏
絹米恐下吏之所隠欺仍委刺史縣令設法頒布不得
令不到本身所在給䘏之後一一分析聞奏俾令速濟
疾病稱朕意焉(咸通八年十/一月六日)",勅。朕俾寒暑致疾，綿滯經時。今旬朔之間，寢膳已復，䝉天地保祐，宗社寵靈，既疾痛之有瘳，念被羸之無告，為之父母得不憫傷慮，赦令之或頻，則奸人之得計。倘恩惠之逺布，兾窮氓之稍蘇。應天下百姓僧尼。道士女冠等，有年七十已上，疾病癥痼，委頓牀榻者，宜各賜絹兩匹。在軍旅行陣，經敵傷害，手足眼目不能營生，亦各賜絹兩匹。應州縣病坊貧皃多處，賜米十石，或數少處，即七石。五石三石。其病坊據元勅各有本利錢，委所在刺史。錄事。㕘軍縣令糺勘兼差，有道行僧人専勾當，三年一替。如遇風雪之時，病者不能求丐，即取本坊利錢。市米為粥，均給饑乏。如疾病可救，即與市藥理療。其所用絹米等，且以户部屬省錢物充，速具申奏。候如定數，即以藩鎮所進賀疾愈物支還所司。此勅到，仰所在州縣寫錄勅牓於州縣門并坊市。村閭要路。其州縣所給䘏絹米，恐下吏之所隠欺，仍委刺史。縣令設法頒布，不得令不到本身所在，給䘏之後，一一分析聞奏，俾令速濟疾病，稱朕意焉。(咸通八年十/一月六日)。
帝王,遺詔,1,神堯遺詔,,"嗚呼夫受命終畢人之大倫修短之所共同聖賢之所不
免朕徃逢喪亂思濟黎元櫛風沐雨東征西伐克平宇
内從此樂推遂膺景命恭承寳厯但䝉犯矢石覊乗戎
旅久厭干戈常思閑逸是以拂衣髙謝歸老櫟陽爰委
萬機屬之才子所授得人遐邇寧輯四海清宴八表來
庭養志怡神於今十載但去秋已來夙疾咸發自爾彌
留至於大漸皓首歸全斯何恨矣洮頮慿几略陳素志
朕毎覽漢文遺詔慇懃嘆焉以為當今之世咸嘉生而
惡死厚𦵏而破業重服以傷生吾甚不取且朕既不徳
無以佐百姓今崩又使重服久臨以罹寒暑之數以重
吾之不徳謂天下何吏民令到出臨三日皆釋服無禁
嫁娶飲酒食肉此豈非深逹天命哀矜百姓者歟又魏
文終制亦有可取朕雖徳愧古人豈忘景行屬纊之後
三日便殮文武官人三品已下三日朝晡哭臨十五舉
音事訖便出四品已上臨於朝堂殿中當臨者非朝夕
臨時無得擅哭其方鎮岳牧在任官人各於治所舉哀
三日且今王師四討軍機急速小殮既竟嗣子宜於别
所視事軍國大事不得停闕尋常閒務任之有司其服
輕重悉從漢制以日易月於事為宜其園陵制度務從
儉約斟酌漢魏以為規矩百辟卿士孝子忠臣送徃事
居勿違朕意焉(貞觀九年/五月六日)",嗚呼！夫受命終畢，人之大倫，修短之所共同，聖賢之所不免。朕徃逢喪亂，思濟黎元，櫛風沐雨，東征西伐，克平宇内，從此樂推，遂膺景命，恭承寳厯，但䝉犯矢石，覊乗戎旅，久厭干戈，常思閑逸。是以拂衣髙謝，歸老櫟陽，爰委萬機，屬之才子，所授，得人遐邇，寧輯四海清宴，八表來庭，養志怡神，於今十載，但去秋已來，夙疾咸發，自爾彌留，至於大漸，皓首歸全，斯何恨矣！洮頮慿几，略陳素志。朕毎覽漢文遺詔，慇懃嘆焉，以為當今之世，咸嘉生而惡死，厚𦵏而破業，重服以傷生，吾甚不取。且朕既不徳，無以佐百姓。今崩，又使重服久臨，以罹寒暑之數，以重吾之不徳，謂天下何吏民令到出臨三日，皆釋服，無禁嫁娶。飲酒食肉。此豈非深逹天命，哀矜百姓者歟！又魏文終制，亦有可取。朕雖徳愧古人，豈忘景行。屬纊之後，三日便殮文武官人三品已下，三日，朝晡哭臨，十五舉音，事訖，便出四品，已上臨於朝堂殿中。當臨者非朝夕臨時，無得擅哭。其方鎮岳。牧在任官人，各於治所舉哀三日。且今王師四討，軍機急速，小殮既竟，嗣子，宜於别所視事，軍國大事，不得停闕，尋常閒務，任之有司。其服輕重，悉從漢制，以日易月，於事為宜。其園陵制度，務從儉約，斟酌漢。魏以為規矩，百辟卿士。孝子忠臣，送徃事居，勿違朕意焉。(貞觀九年/五月六日)。
帝王,遺詔,2,太宗遺詔,,"夫天命之重緑錯奉其圗書天子之尊赤縣先其司牧
而功兼造化橋山之樹已隂業致昇平蒼梧之駕方逺
至於平冦亂安黎元灑洪災攘大患黄帝之五十三戰
商湯之二十七征以此申威曽何足筭昔者亂階斯永
禍鍾隋季罄宇凝氛曀昏辰象綿區作梗揺蕩江河朕
拂衣於舞象之年袖劍於斬蛇之地雖復妖千王莾戮
首輗車兇百蚩尤釁尸軍鼔垂文暢於炎野餘勇澄於
斗極前王不闢之土悉請衣冠前史不載之鄉並為州
縣再維地軸更張乾絡禮義溢於寰瀛菽粟同於水火
破舟船於靈沼收干戈於武庫辛李衛霍之將咸分土
宇縉紳廊廟之材共垂帶綬至於比屋黎元闗河遺老
或贏金帛或賚倉儲朕於天下士大夫可謂無負矣朕
於天下蒼生可謂安養矣自櫛風沐雨遂成弭沴憂勞
庶政更起沉疴况乃漢苦周勤禹偏堯腊以矜百姓之
所致也道存物徃人理同歸掩乎𤣥泉夫亦何恨矣皇
太子某大孝通神自天生徳累經監撫熟逹機務凡厥
百僚羣公卿士送徃事居無違朕意属纊之後七日便
殯宗社存焉不可無主皇太子即於柩前即皇帝位依
周漢舊制軍國大事不可停闕尋常閑務任之有司文
武官人三品已上並三日朝晡哭臨十五舉音事畢便
出四品已下臨於朝堂其殿中當臨者非朝夕臨無得
擅哭諸王為都督刺史任者並來奔喪濮王萊王不在
來限其方鎮岳牧在任官人各於任所舉哀三日其服
紀輕重宜依漢制以日易月園陵制度務從儉約昔者
霸陵不掘則朕意焉遼東行事並停太原元從人見在
者各賜勲官一級諸營作土木之功並宜停斷(貞觀二/十三年)
(五/月)",夫天命之重，緑，錯奉其圗書，天子之尊，赤縣先其司牧，而功兼造化，橋山之樹已隂業致昇平。蒼梧之駕，方逺。至於平冦亂，安黎元，灑洪災，攘大患。黄帝之五十三戰，商湯之二十七征。以此申威，曽何足筭！昔者亂階斯永，禍鍾隋季，罄宇凝氛，曀昏辰象，綿區作梗，揺蕩江河。朕拂衣於舞象之年，袖劍於斬蛇之地。雖復妖千王莾，戮首輗，車兇百蚩尤，釁尸軍鼔，垂文暢於炎野，餘勇澄於斗極。前王不闢之土，悉請衣冠。前史不載之鄉，並為州縣，再維地軸，更張乾絡，禮義溢於寰瀛，菽粟同於水火，破舟船於靈沼，收干戈於武庫。辛李衛霍之將，咸分土宇，縉紳廊廟之材，共垂帶綬。至於比屋黎元，闗河遺老，或贏金帛，或賚倉儲。朕於天下士大夫可謂無負矣！朕於天下蒼生，可謂安養矣！自櫛風沐雨，遂成弭沴憂勞，庶政更起沉疴。况乃漢苦周勤，禹偏堯腊，以矜百姓之所致也。道存物徃，人理同歸，掩乎𤣥泉，夫亦何恨矣！皇太子某大孝通神，自天生徳，累經監撫，熟逹機務。凡厥百僚，羣公卿士，送徃事居，無違朕意。属纊之後，七日便殯，宗社存焉，不可無主。皇太子即於柩前即皇帝位。依周。漢舊制，軍國大事，不可停闕，尋常閑務，任之。有司文武官人三品已上，並三日朝晡哭臨，十五舉音，事畢，便出，四品已下，臨於朝堂。其殿中當臨者，非朝夕臨，無得擅哭。諸王為都督。刺史任者並來奔喪。濮王。萊王不在，來，限其方鎮岳牧，在任官人各於任所舉哀三日，其服紀輕重，宜依漢制，以日易月。園陵制度，務從儉約。昔者霸陵不掘，則朕意焉。遼東行事並停太原元從人見在者，各賜勲官一級，諸營作土木之功，並宜停斷。(貞觀二/十三年)）(五/月)）
帝王,遺詔,3,天帝遺詔,,"朕聞皇極者天下之至公神器者域中之大寳自非乾
坤幽贊厯数在躬則鳯邸不易而臨龍圖難可輙御所
以榮河緑錯彰得一之符温洛丹書著通三之表𬗟稽
前古期道同歸朕之聖祖神宗降皇虹而稟樞電乗時
撫運逢海沸而屬山鳴濡足横流極蒼生之已溺援手
四岳救赤縣之將焚重稱九寰止麟鬬而清日月再安
八極息龍戰而蕩風波自彼迄今六十六載黎元無𤇺
柝之警區㝢恣耕鑿之歡育子長孫擊壤鼓腹遐邇交
㤗誰之力歟朕以𦕈身嗣膺鴻緒欽若穹昊肅雍清廟
顧諟明命載廸彞倫嘉與賢士大夫勵精為政朂已想
蛟氷之懼為善慕雞鳴之懃幸戎夏乂安中外禔福亘
月竁以覃正朔匝日域而混車書端拱無虞垂衣有截
其天意也豈人事乎毎導俗匡時既𢎞之以禮讓恤刑
薄罰復躋之於仁夀聞九農之或爽則虧膳以共其憂
見一物之有違則撤樂以同其慼斯亦備諸耳目非假
一二言也憂勤之至庶有感於明靈亭育之懐謂無負
於黔庶永言薄徳遘疾彌留徃屬先聖初崩遂以哀毁
染疾久嬰風瘵疚與年侵近者以來忽焉大漸翌日之
瘳難冀賜年之福罕再但存亡者人之晦明生死者物
之朝夕常情所滯唯聖能通脱屣萬方無足多恨皇太
子哲握褒履已敦敏徇齊早著天人之範夙表皇帝之
噐凡百王公卿佐各竭乃誠敬保元子克隆大業光我
七百之基副兹億兆之願既終之後七日便殯天下至
大宗社至重執契承祧不可暫曠皇太子可於柩前即
皇帝位其服紀輕重宜依漢制以日易月於事為宜園
陵制度務從節儉軍國大事有不决者兼取天后進止
諸王各封一百户公主加五十户内外文武九品已上
各加一階三品已下賜爵一級永徽以來入軍年五十
者並放出軍天下百姓年五十者皆免課役廢萬全芳
桂等宫(𢎞道元年十/二月四日)",朕聞皇極者，天下之至公。神器者，域中之大寳，自非乾坤幽贊，厯数在躬，則鳯邸不易，而臨龍圖，難可輙御。所以榮河緑錯，彰得一之符，温洛丹書，著通三之表，𬗟稽前古，期道同歸朕之聖祖。神宗降皇虹而稟樞電，乗時撫運，逢海沸而屬山鳴，濡足横流，極蒼生之已溺，援手四岳，救赤縣之將焚，重稱九寰，止麟鬬而清日月，再安八極，息龍戰而蕩風波。自彼迄今六十六載，黎元無𤇺柝之警區，㝢恣耕鑿之歡，育子長孫，擊壤鼓腹，遐邇交㤗，誰之力歟！朕以𦕈身，嗣膺鴻緒，欽若穹昊，肅雍清廟，顧諟明命，載廸彞倫，嘉與賢士大夫，勵精為政，朂已想蛟氷之懼為善，慕雞鳴之懃幸戎夏，乂安中外禔福，亘月竁以覃正朔，匝日域而混車書，端拱無虞，垂衣有截，其天意也，豈人事乎！毎導俗匡時，既𢎞之以禮讓，恤刑薄罰，復躋之於仁夀。聞九農之或爽，則虧膳以共其憂。見一物之有違，則撤樂以同其慼。斯亦備諸耳目，非假一二言也。憂勤之至，庶有感於明靈。亭育之懐，謂無負於黔庶，永言薄徳，遘疾彌留。徃屬先聖初崩，遂以哀毁染疾，久，嬰風瘵疚，與年侵近者以來，忽焉大漸。翌日之瘳難，冀賜年之福罕再。但存亡者，人之晦明，生死者，物之朝夕，常情所滯，唯聖能通，脱屣萬方，無足多恨。皇太子哲握褒履，已敦敏徇齊，早著天人之範，夙表皇帝之噐。凡百王公卿佐，各竭乃誠敬保元子，克隆大業，光我七百之基，副兹億兆之願。既終之後，七日便殯天下至大，宗社至重，執契承祧，不可暫曠。皇太子可於柩前即皇帝位。其服紀輕重，宜依漢制，以日易月，於事為宜。園陵制度，務從節儉，軍國大事，有不决者，兼取天后進止，諸王各封一百户，公主加五十户，内外文武九品已上，各加一階，三品已下，賜爵一級。永徽以來，入軍年五十者，並放出軍。天下百姓年五十者，皆免課役，廢萬全。芳桂等宫。(𢎞道元年十/二月四日)。
帝王,遺詔,4,肅宗遺詔,,"𠡠帝王享國天命有常大厯𫝊歸皇綱無易朕幸以凉
徳繼承宗祀在常樂問安之日屬元兇開釁之初南奉
聖皇北集戎事賴將相同徳社稷降靈爰發五原成師
一旅丕圖克振華夏乂寧旰昃之心每勤思於兆庶晨
昏之禮嘗不匱於庭闈而天禍上延神心未悔正當金
革罹此凶災遂遘膏肓惟幾大漸及兹理命獲著誓言
庶安國以保人豈嘉生而惡死審以大計屬於公卿皇
太子豫仁孝元良聪明齊聖佐成大業能事神祗朕既
彌留可守宗社宜令所司當日具禮於柩前即皇帝位
應縁朕喪事制度並准聖皇遺詔其諸道節度使都督
刺史等並不湏赴哀又為兵革未寧郵驛艱弊一切不
湏専使奉慰朕執喪在疚不食葷羶所設饋奠皆湏如
在有違本意神亦不歆其祭祀之禮一切不得宰殺且
國儲非廣虛費稍多宫掖之間湏有釐革所有三宫内
人宜量事减省及至徳已來籍没家口非切要者並與
放出諸王院内亦宜准此其文武官僚合湏褒賞天下
百姓宜在優矜毎當變易之時皆下惟新之命並委皇
帝節級處分嗚呼股肱勲臣敬保元子事居送徃諒在
於兹宣示萬邦宜從朕意(寳應元年四/月十八日)",𠡠。帝王享國，天命有常，大厯𫝊歸，皇綱無易。朕幸以凉徳繼承宗祀，在常樂。問安之日，屬元兇開釁之初，南奉聖皇，北集戎事，賴將相同徳，社稷降靈，爰發五原，成師，一旅丕圖，克振華夏，乂寧旰昃之心，每勤思於兆庶，晨昏之禮，嘗不匱於庭闈，而天禍上延，神心未悔，正當金革，罹此凶災，遂遘膏肓，惟幾大漸，及兹理命，獲著誓言，庶安國以保人，豈嘉生而惡死，審以大計，屬於公卿。皇太子豫仁孝元良，聪明齊聖，佐成大業，能事神祗。朕既彌留，可守宗社，宜令所司當日具禮於柩前，即皇帝位。應縁朕喪事制度，並准聖皇遺詔，其諸道節度使。都督。刺史等並不湏赴哀，又為兵革未寧，郵驛艱弊，一切不湏，専使奉慰。朕執喪在疚，不食葷羶，所設饋奠皆湏如在，有違本意，神亦不歆。其祭祀之禮，一切不得宰殺。且國儲非廣，虛費稍多，宫掖之間，湏有釐革。所有三宫内人宜量事减省，及至徳已來，籍没家口，非切要者，並與放出，諸王院内，亦宜准此。其文武官僚合湏褒賞，天下百姓，宜在優矜。毎當變易之時，皆下惟新之命，並委皇帝節級處分。嗚呼！股肱勲臣，敬保元子，事居送徃，諒在於兹，宣示萬邦，宜從朕意。(寳應元年四/月十八日)）
帝王,遺詔,5,代宗遺詔,,"朕以𦕈身祗奉鴻業不能光宣大訓嘉靖萬邦奉祖宗
重熈之徳答公卿寅亮之勤旰食宵衣痛心疾首嗚呼
天地之理死生常數疾既大漸彌留日臻惟懐永圖嗣
守丕業皇太子元良繼明睿哲齊聖宜陟元后保守宗
祧宜令所司當日具禮於柩前即皇帝位仍以司徒兼
中書令汾陽郡王子儀攝冡宰其喪儀及山陵制度務
從儉約並不得以金銀錦綵為飾天下節度觀察團練
等使刺史等並不湏赴哀祭祀之禮亦從節儉其三宫
内人宜令量事减省諸王院亦宜准此其天下人吏勅
到後出臨三日皆釋服無禁婚娶祠祀酒肉其宫殿中
當臨者朝夕各十五舉音禮固從宜喪不可久皇帝宜
三日而聴政十三日小祥二十五日大祥二十七日而
釋服獲奉宗廟之靈永終天禄所痛不得與佐命勲賢
庶尹卿士顧命永訣以託萬方内外腹心之臣文武忠
良之士敬保元子以安家邦嗚呼其聴朕命(大厯十四/年五月)",朕以𦕈身祗奉鴻業，不能光宣大訓，嘉靖萬邦，奉祖宗重熈之徳，答公卿寅亮之勤，旰食宵衣，痛心疾首。嗚呼！天地之理，死生常數，疾既大漸，彌留日臻，惟懐永圖，嗣守丕業。皇太子元良繼明，睿哲齊聖，宜陟元后，保守宗祧。宜令所司當日具禮於柩前，即皇帝位，仍以司徒兼中書令。汾陽郡王子儀攝冡宰。其喪儀及山陵制度，務從儉約，並不得以金銀錦綵為飾。天下節度。觀察。團練等使刺史等並不湏赴哀，祭祀之禮，亦從節儉。其三宫内人宜令量事减省，諸王院亦宜准此。其天下人吏勅到後，出臨三日，皆釋服，無禁婚娶。祠祀酒肉。其宫殿中當臨者，朝夕各十五舉音禮固從宜喪不可久。皇帝宜三日而聴政，十三日，小祥，二十五日，大祥，二十七日而釋服，獲奉宗廟之靈，永終天禄所痛，不得與佐命勲賢庶尹卿士，顧命永訣，以託萬方。内外腹心之臣，文武忠良之士，敬保元子，以安家邦。嗚呼！其聴朕命！(大厯十四/年五月)。
